,address,purpose,cctv_cnt,set_yr,lat,lon
4469,서울특별시 용산구 주성동 43-41,생활방범,3,,37.522364,126.9981
4470,서울특별시 용산구 용산동6가 69-11,생활방범,4,,37.517945,126.9839
4471,서울특별시 용산구 서빙고동 110,생활방범,3,,37.521442,126.994246
4472,서울특별시 용산구 동빙고동 34-4,생활방범,3,,37.524463,126.996702
4473,서울특별시 용산구 서빙고동 4-108,생활방범,2,,37.522279,126.990873
4474,서울특별시 용산구 서빙고동 235-1,어린이보호,3,,37.521444,126.990826
4475,서울특별시 용산구 서빙고동 4-26,어린이보호,4,,37.521781,126.992854
4476,서울특별시 용산구 동빙고동 227,어린이보호,1,,37.523433,126.994075
4477,서울특별시 용산구 서빙고동 271-36,생활방범,7,,37.519415,126.991457
4478,서울특별시 용산구 서빙고동 241-96,교통단속,3,,37.517889,126.985426
4479,서울특별시 용산구 동빙고동 136,생활방범,4,,37.522285,126.995823
4480,서울특별시 용산구 서빙고동 4-18앞,어린이보호,3,,37.522433,126.992489
4481,서울특별시 용산구  동빙고동 254-4,어린이보호,4,,37.523103,126.995077
4482,서울특별시 용산구 동빙고동81-71,생활방범,4,,37.522788,126.997361
4483,서울특별시 용산구 효창동 255,기타,1,,37.544797,126.962663
4484,서울특별시 용산구 동빙고동 106-1,생활방범,5,,37.521322,126.996546
4485,서울특별시 용산구 서빙고동 185-4,생활방범,3,,37.520398,126.993435
4486,서울특별시 용산구 서빙고동 122-6,생활방범,4,,37.520874,126.995152
4487,서울특별시 용산구 동빙고동 42-8,생활방범,2,,37.523865,126.996552
4488,서울특별시 용산구 보광동 272-14,생활방범,6,,37.530599,126.997626
4489,서울특별시 용산구 보광동 265-743,생활방범,3,,37.529753,126.999151
4490,서울특별시 용산구 보광동 9-8,생활방범,6,,37.528652,127.001702
4491,서울특별시 용산구 보광동 260-8,생활방범,3,,37.527146,127.000458
4492,서울특별시 용산구 보광동 231-17,생활방범,4,,37.527822,126.998227
4493,서울특별시 용산구 보광동 419,생활방범,5,,37.527008,126.997156
4494,서울특별시 용산구 보광동 216-8,생활방범,3,,37.525635,126.998528
4495,서울특별시 용산구 보광동 168,생활방범,3,,37.522845,127.000376
4496,서울특별시 용산구 한남동 620-171,생활방범,3,,37.530296,127.003169
4497,서울특별시 용산구 보광동 264-51,생활방범,4,,37.529121,127.000519
4498,서울특별시 용산구 보광동 3-48,생활방범,4,,37.529395,127.002079
4499,서울특별시 용산구 보광동 448,교통단속,5,,37.526119,127.001009
4500,서울특별시 용산구 보광동 15-28,생활방범,3,,37.527645,127.002381
4501,서울특별시 용산구 보광동 251-10,생활방범,3,,37.529102,126.999982
4502,서울특별시 용산구 보광동 265-64,생활방범,3,,37.530506,127.000921
4503,서울특별시 용산구 보광동 265-426,생활방범,4,,37.531087,127.000858
4504,서울특별시 용산구 보광동 265-439,생활방범,3,,37.530701,126.998982
4505,서울특별시 용산구 보광동 244-5,생활방범,5,,37.529131,126.997962
4506,서울특별시 용산구 보광동 253-44,어린이보호,3,,37.528428,126.999634
4507,서울특별시 용산구 보광동 216-26,생활방범,4,,37.525662,126.999208
4508,서울특별시 용산구 보광동 265-38,생활방범,4,,37.529764,127.000256
4509,서울특별시 용산구 한남동 769-15,생활방범,5,,37.530756,127.002289
4510,서울특별시 용산구 보광동 68,생활방범,3,,37.526262,127.002919
4511,서울특별시 용산구 보광동 238-97,교통단속,4,,37.530321,126.996686
4512,서울특별시 용산구 보광동 265-296,생활방범,3,,37.531338,126.999028
4513,서울특별시 용산구 보광동 368,생활방범,4,,37.526953,126.999211
4514,서울특별시 용산구 보광동 22-1,생활방범,3,,37.526924,127.002359
4515,서울특별시 용산구 보광동 390,생활방범,7,,37.526265,126.997603
4516,서울특별시 용산구 보광동 10-1,어린이보호,3,,37.527722,127.000916
4517,서울특별시 용산구 보광동240-24 인근,생활방범,5,,37.530316,126.998145
4518,서울특별시 용산구 보광동 209-32 인근,생활방범,2,,37.525011,126.997628
4519,서울특별시 용산구 보광동 272-244,어린이보호,3,,37.531434,126.997049
4520,서울특별시 용산구 보광동 264-19,어린이보호,2,,37.528486,127.000203
4521,서울특별시 용산구 보광동 228-93,생활방범,3,,37.527706,126.996912
4522,서울특별시 용산구 보광동 112-1,생활방범,3,,37.525168,127.000932
4523,서울특별시 용산구 보광동 264-14,생활방범,3,,37.528493,127.000719
4524,서울특별시 용산구 동빙고동 49-1,생활방범,3,,37.523193,126.995763
4525,서울특별시 용산구 보광동 13-14,생활방범,3,,37.527016,127.001564
4526,서울특별시 용산구 보광동 265-162,생활방범,6,,37.530853,126.999921
4527,서울특별시 용산구 보광동 308,생활방범,4,,37.526261,126.998815
4528,서울특별시 용산구 보광동 400-1,생활방범,4,,37.526847,126.997376
4529,서울특별시 용산구 보광동 96-1,생활방범,3,,37.525638,127.001086
4530,서울특별시 용산구 보광동 226-5,생활방범,4,,37.527362,126.998368
4531,서울특별시 용산구 보광동 253-29,생활방범,3,,37.529217,126.998798
4532,서울특별시 용산구 보광동 10-58,생활방범,3,,37.526742,127.001039
4533,서울특별시 용산구 보광동 231-122,생활방범,2,,37.528238,126.998394
4534,서울특별시 용산구 보광동 228-8,생활방범,3,,37.528319,126.997304
4535,서울특별시 용산구 보광동 35-45,생활방범,3,,37.527516,127.003611
4536,서울특별시 용산구 보광동 265-1006,생활방범,5,,37.532128,126.997819
4537,서울특별시 용산구 보광동 231-17,기타,2,,37.528031,126.998009
4538,서울특별시 용산구 보광동 265-232,생활방범,4,,37.531499,126.997862
4539,서울특별시 용산구 이태원동 123-1,교통단속,3,,37.534948,126.994328
4540,서울특별시 용산구 이태원동 59-4,생활방범,4,,37.533631,126.990591
4541,서울특별시 용산구 이태원동 455-52,어린이보호,3,,37.534342,126.988881
4542,서울특별시 용산구 이태원1동,생활방범,3,,37.531907,126.994225
4543,서울특별시 용산구 이태원1동,생활방범,3,,37.533979,126.994969
4544,서울특별시 용산구 이태원1동,생활방범,2,,37.532923,126.991135
4545,서울특별시 용산구 이태원동 119-17,생활방범,2,,37.534861,126.992715
4546,서울특별시 용산구 이태원동 204-3,생활방범,5,,37.537807,126.991987
4547,서울특별시 용산구 이태원동 223-23,생활방범,3,,37.538578,126.990641
4548,서울특별시 용산구 이태원동 258-245,생활방범,5,,37.541713,126.993126
4549,서울특별시 용산구 이태원동 260-54,생활방범,3,,37.541917,126.991757
4550,서울특별시 용산구 이태원동 289-3,생활방범,5,,37.537999,126.989374
4551,서울특별시 용산구 이태원동 367-1,생활방범,3,,37.536716,126.988775
4552,서울특별시 용산구 이태원동 406,생활방범,3,,37.536067,126.988624
4553,서울특별시 용산구 이태원동 258-61,생활방범,3,,37.542141,126.993671
4554,서울특별시 용산구 이태원동 258-467,기타,1,,37.540678,126.997142
4555,서울특별시 용산구 이태원동 247-1,생활방범,4,,37.540886,126.993348
4556,서울특별시 용산구 이태원동 324-12,생활방범,4,,37.537507,126.988604
4557,서울특별시 용산구 이태원동 154-23,생활방범,3,,37.536819,126.990735
4558,서울특별시 용산구 이태원동 208-18,생활방범,4,,37.538319,126.994005
4559,서울특별시 용산구 이태원2동 253-7,어린이보호,2,,37.540807,126.990599
4560,서울특별시 용산구 이태원2동 406,어린이보호,2,,37.535013,126.987254
4561,서울특별시 용산구 이태원2동 431-2,어린이보호,1,,37.535928,126.987604
4562,서울특별시 용산구 이태원2동 341-18,어린이보호,4,,37.537237,126.987724
4563,서울특별시 용산구 이태원2동 450-2,어린이보호,3,,37.535049,126.988219
4564,서울특별시 용산구 이태원동 416-1,생활방범,3,,37.536427,126.987445
4565,서울특별시 용산구 이태원동 210-39,생활방범,3,,37.539281,126.993214
4566,서울특별시 용산구 이태원2동 463,기타,1,,37.543777,126.989206
4567,서울특별시 용산구 이태원2동 463,기타,1,,37.543777,126.989206
4568,서울특별시 용산구 이태원2동 5-26,생활방범,5,,37.540124,126.994634
4569,서울특별시 용산구 이태원2동 225-10,생활방범,3,,37.539608,126.990292
4570,서울특별시 용산구 이태원2동 212-39,생활방범,5,,37.538783,126.992185
4571,서울특별시 용산구 이태원2동 239-4,교통단속,3,,37.540205,126.993836
4572,서울특별시 용산구 이태원동 226-3,교통단속,4,,37.539513,126.991614
4573,서울특별시 용산구 이태원동193-77,생활방범,5,,37.536626,126.989387
4574,서울특별시 용산구 이태원동 261-10,생활방범,2,,37.542998,126.990374
4575,서울특별시 용산구 이태원동 260-119,어린이보호,4,,37.541329,126.991032
4576,서울특별시 용산구 이태원동 411,어린이보호,4,,37.536773,126.987614
4577,서울특별시 용산구 이태원동 191-3,기타,5,,37.536002,126.989697
4578,서울특별시 용산구 이태원동 729,교통단속,5,,37.541075,126.987895
4579,서울특별시 용산구 이태원동 627,생활방범,3,,37.539268,126.987869
4580,서울특별시 용산구 이태원동 260-87,기타,1,,37.541284,126.991633
4581,서울특별시 용산구 이태원동 286-1,기타,1,,37.538126,126.989022
4582,서울특별시 용산구 이태원동 260-251,생활방범,3,,37.542236,126.990613
4583,서울특별시 용산구 이태원동 690,생활방범,2,,37.538101,126.986795
4584,서울특별시 용산구 이태원동 249-17,어린이보호,4,,37.540903,126.991631
4585,서울특별시 용산구 이태원동 278-13,교통단속,4,,37.540558,126.989557
4586,서울특별시 용산구 이태원동 225-250,생활방범,2,,37.539094,126.990313
4587,서울특별시 용산구 이태원동 613,교통단속,3,,37.534986,126.987274
4588,서울특별시 용산구 한남동 568-57,생활방범,3,,37.529239,127.003589
4589,서울특별시 용산구 한남동 568-178,생활방범,3,,37.529361,127.005223
4590,서울특별시 용산구 한남동 647-1,생활방범,3,,37.532588,127.00407
4591,서울특별시 용산구 한남동 649-15,생활방범,6,,37.531861,127.004177
4592,서울특별시 용산구 한남동 653-58,생활방범,4,,37.532583,127.002548
4593,서울특별시 용산구 한남동 657-15②,생활방범,4,,37.534064,127.002671
4594,서울특별시 용산구 한남동 684-6②,생활방범,3,,37.536357,127.001465
4595,서울특별시 용산구 한남동 683-52②,생활방범,3,,37.535873,127.000953
4596,서울특별시 용산구 한남동 685-11②,생활방범,3,,37.535349,127.000376
4597,서울특별시 용산구 한남동 732-150②,생활방범,3,,37.532969,126.997944
4598,서울특별시 용산구 한남동 732-9②,생활방범,4,,37.533281,126.999016
4599,서울특별시 용산구 한남동 1-353①,생활방범,3,,37.539034,127.012354
4600,서울특별시 용산구 한남동 758-31②,생활방범,2,,37.531928,127.000527
4601,서울특별시 용산구 한남동 578-3①,생활방범,4,,37.530894,127.004644
4602,서울특별시 용산구 한남동 795-1②,생활방범,3,,37.542613,127.002327
4603,서울특별시 용산구 한남동 568-5①,생활방범,3,,37.529548,127.006043
4604,서울특별시 용산구 한남동 419①,생활방범,3,,37.531115,127.010313
4605,서울특별시 용산구 한남동 551①,생활방범,4,,37.528317,127.005752
4606,서울특별시 용산구 한남동 726-332②,기타,3,,37.544824,127.003282
4607,서울특별시 용산구 한남동 726-402②,기타,3,,37.545261,127.003005
4608,서울특별시 용산구 한남동 726-343(동)②,기타,3,,37.544134,127.003779
4609,서울특별시 용산구 한남동 726-347(서)②,기타,3,,37.544208,127.003468
4610,서울특별시 용산구 한남동 791-4②,기타,2,,37.543508,127.002683
4611,서울특별시 용산구 한남동 788-7②,기타,3,,37.542961,127.003436
4612,서울특별시 용산구 한남동 794-8②,기타,2,,37.542543,127.002886
4613,서울특별시 용산구 한남동 791-9②,기타,3,,37.543156,127.002242
4614,서울특별시 용산구 한남동 789-6②,기타,5,,37.543064,127.002903
4615,서울특별시 용산구 한남동 726-380②,기타,3,,37.544355,127.002474
4616,서울특별시 용산구 한남동 738-9②,기타,1,,37.536565,126.99953
4617,서울특별시 용산구 한남동 738-9②,기타,1,,37.536631,126.999567
4618,서울특별시 용산구 한남동 263-10,교통단속,3,,37.534193,127.008499
4619,서울특별시 용산구 한남동 704-2,교통단속,3,,37.534943,127.006232
4620,서울특별시 용산구 한남동 696-3,생활방범,3,,37.537653,127.003681
4621,서울특별시 용산구 한남동 726-358②,생활방범,4,,37.544164,127.002848
4622,서울특별시 용산구 한남동 32-18,생활방범,3,,37.535223,127.010727
4623,서울특별시 용산구 한남동 508①,생활방범,3,,37.530021,127.008661
4624,서울특별시 용산구 한남동 767-9①,생활방범,3,,37.531165,127.002411
4625,서울특별시 용산구 한남동 4-28 ①,어린이보호,1,,37.537052,127.012392
4626,서울특별시 용산구 한남동 산10-212②,어린이보호,1,,37.539934,127.000913
4627,서울특별시 용산구 한남동 683-133,교통단속,3,,37.536235,127.000009
4628,서울특별시 용산구 한남동 722-11②,어린이보호,1,,37.538165,127.004623
4629,서울특별시 용산구 한남동 712-8②,생활방범,3,,37.537092,127.006175
4630,서울특별시 용산구 한남동 561-1①,생활방범,3,,37.529945,127.005938
4631,서울특별시 용산구 한남동 468-5①,생활방범,3,,37.530068,127.009334
4632,서울특별시 용산구 한남동 316-3,생활방범,1,,37.533002,127.008882
4633,서울특별시 용산구 한남동 557-47,생활방범,3,,37.528796,127.005695
4634,서울특별시 용산구 한남동 657-87,생활방범,6,,37.533734,127.005781
4635,서울특별시 용산구 한남동 729-37,생활방범,3,,37.537677,127.002585
4636,서울특별시 용산구 한남동 683-42,생활방범,3,,37.536905,127.001171
4637,서울특별시 용산구 한남동 567-2,생활방범,3,,37.529608,127.004876
4638,서울특별시 용산구 한남동 712-10,생활방범,2,,37.536773,127.006591
4639,서울특별시 용산구 한남동 산8-1,기타,3,,37.546741,127.003946
4640,서울특별시 용산구 한남동 산8-1,기타,2,,37.546741,127.003946
4641,서울특별시 용산구 한남동 657-58,교통단속,4,,37.533444,127.004094
4642,서울특별시 용산구 한남동 산8-1,기타,2,,37.546741,127.003946
4643,서울특별시 용산구 후암동 30-93,생활방범,4,,37.551584,126.978868
4644,서울특별시 용산구 후암동 123-16,생활방범,3,,37.549328,126.974868
4645,서울특별시 용산구 후암동 160-1,생활방범,3,,37.547592,126.975769
4646,서울특별시 용산구 후암동 167-2,생활방범,3,,37.54645,126.975146
4647,서울특별시 용산구 후암동 244-99,생활방범,3,,37.548482,126.979252
4648,서울특별시 용산구 후암동 283-5,생활방범,3,,37.5479,126.980263
4649,서울특별시 용산구 후암동 302-1,생활방범,3,,37.549177,126.98027
4650,서울특별시 용산구 후암동 358-63,생활방범,3,,37.549616,126.982527
4651,서울특별시 용산구 후암동 1-59,생활방범,3,,37.552467,126.976783
4652,서울특별시 용산구 후암동 406-109,생활방범,4,,37.54824,126.983918
4653,서울특별시 용산구 후암동 404-61,생활방범,3,,37.547245,126.981821
4654,서울특별시 용산구 후암동 448-29,생활방범,3,,37.553241,126.978719
4655,서울특별시 용산구 후암동 239-1,기타,3,,37.548155,126.976278
4656,서울특별시 용산구 후암동 239-1,기타,3,,37.548053,126.976501
4657,서울특별시 용산구 후암동 25-1,생활방범,3,,37.551059,126.977431
4658,서울특별시 용산구 후암동 336-41,생활방범,4,,37.550038,126.981518
4659,서울특별시 용산구 후암동 55-12,생활방범,3,,37.549802,126.979413
4660,서울특별시 용산구 후암동 410-26,생활방범,3,,37.547139,126.982841
4661,서울특별시 용산구 후암동 142-103,생활방범,3,,37.548053,126.974861
4662,서울특별시 용산구 후암동 448-158,생활방범,3,,37.553732,126.977711
4663,서울특별시 용산구 후암동 116-21,생활방범,4,,37.549136,126.976056
4664,서울특별시 용산구 후암동 95-3,생활방범,3,,37.552154,126.976705
4665,서울특별시 용산구 후암동 239-1,어린이보호,4,,37.548388,126.97635
4666,서울특별시 용산구 후암동 238-2,어린이보호,1,,37.54757,126.977481
4667,서울특별시 용산구 한남동 산10-214,교통단속,3,,37.539415,127.001661
4668,서울특별시 용산구 한남동682-20,교통단속,3,,37.538138,127.001537
4669,서울특별시 용산구 한남동 72-1,교통단속,3,,37.534251,127.007593
4670,서울특별시 용산구 한남동620-145,생활방범,4,,37.530675,127.003865
4671,서울특별시 용산구 한남동765-5,생활방범,5,,37.531833,127.002025
4672,서울특별시 용산구 한남동 723-5,어린이보호,3,,37.538344,127.005908
4673,서울특별시 용산구 한남동 산8-1,기타,3,,37.545224,127.005287
4674,서울특별시 용산구 한남동 산8-1,기타,2,,37.545224,127.005287
4675,서울특별시 용산구 한남동 766-1,생활방범,3,,37.532387,127.001649
4676,서울특별시 용산구 한남동 726-77,생활방범,3,,37.541578,127.004389
4677,서울특별시 용산구 한남동 512-6,교통단속,4,,37.529817,127.007787
4678,서울특별시 용산구 한남동 32-28,교통단속,3,,37.534584,127.010225
4679,서울특별시 용산구,어린이보호,3,,37.534579,127.000708
4680,서울특별시 용산구 한남동 621-1,교통단속,4,,37.531864,127.005659
4681,서울특별시 용산구 한남동 산 9-19,교통단속,3,,37.547529,127.004014
4682,서울특별시 용산구 한남동,생활방범,3,,37.534252,126.997802
4683,서울특별시 용산구 한남동 662-3,교통단속,3,,37.533669,127.001456
4684,서울특별시 용산구 한남동 616-14,생활방범,3,,37.531682,127.005386
4685,서울특별시 용산구 한남동 686-11,생활방범,3,,37.534025,127.000102
4686,서울특별시 용산구 한남동 760-34,생활방범,3,,37.532601,126.999498
4687,서울특별시 용산구 한남동 726-542,교통단속,2,,37.544791,127.003396
4688,서울특별시 용산구 용산동6가 69-11,생활방범,4,,37.517756,126.983184
4689,서울특별시 용산구 용산동6가 69-163,생활방범,1,,37.517662,126.983612
4690,서울특별시 용산구 서빙고동 241-96,생활방범,1,,37.517889,126.985426
4691,서울특별시 용산구 용산동6가 69-163,생활방범,1,,37.517098,126.983527
4692,서울특별시 용산구 서빙고동 241-21,생활방범,2,,37.517315,126.989508
4693,서울특별시 용산구 서빙고동 241-5,생활방범,1,,37.518981,126.989554
4694,서울특별시 용산구 주성동 34-1,생활방범,3,,37.522899,126.998875
4695,서울특별시 용산구 동빙고동 196-2,생활방범,4,,37.521856,126.995575
4696,서울특별시 용산구 동빙고동 9-1,생활방범,3,,37.525872,126.996232
4697,서울특별시 용산구 서빙고동 1-3,생활방범,4,,37.523594,126.993646
4698,서울특별시 용산구 서빙고동 89,생활방범,4,,37.521972,126.994507
4699,서울특별시 용산구 동빙고동 89-1,생활방범,4,,37.521902,126.996803
4700,서울특별시 용산구 후암동 339-22,어린이보호,1,,37.550412,126.982464
4701,서울특별시 용산구 후암동 191-6,어린이보호,3,,37.546613,126.977112
4702,서울특별시 용산구 후암동 358-58,어린이보호,1,,37.549672,126.983121
4703,서울특별시 용산구 후암동 368,생활방범,7,,37.54886,126.981524
4704,서울특별시 용산구 후암동 418-13,교통단속,3,,37.546857,126.981302
4705,서울특별시 용산구 후암동 56-38,생활방범,3,,37.549923,126.978087
4706,서울특별시 용산구 후암동 254-14,생활방범,3,,37.547011,126.979533
4707,서울특별시 용산구 후암동 102-59,생활방범,7,,37.550548,126.976096
4708,서울특별시 용산구 후암동 60-27,생활방범,2,,37.550424,126.978519
4709,서울특별시 용산구 후암동 59-26,생활방범,4,,37.550851,126.979817
4710,서울특별시 용산구 후암동 143-53,생활방범,3,,37.548212,126.973678
4711,서울특별시 용산구 후암동400-104,생활방범,3,,37.548477,126.983027
4712,서울특별시 용산구 후암동 63-2,교통단속,5,,37.550207,126.977245
4713,서울특별시 용산구 후암동 7-4,생활방범,3,,37.551744,126.977212
4714,서울특별시 용산구 후암동 43-28,어린이보호,4,,37.551595,126.98119
4715,서울특별시 용산구 후암동 409-136,생활방범,5,,37.546446,126.982697
4716,서울특별시 용산구 후암동 45-40,어린이보호,2,,37.550546,126.980887
4717,서울특별시 용산구 후암동 30-5,어린이보호,2,,37.552309,126.978312
4718,서울특별시 용산구 후암동 195-1,어린이보호,3,,37.546459,126.977914
4719,서울특별시 용산구 동자동 19-118,생활방범,3,,37.550432,126.974874
4720,서울특별시 용산구 후암동 1-27,생활방범,3,,37.552529,126.977923
4721,서울특별시 용산구 후암동 105-30,생활방범,2,,37.549503,126.976895
4722,서울특별시 용산구 후암동 175-7,어린이보호,3,,37.546108,126.976788
4723,서울특별시 용산구 후암동 336-11,교통단속,4,,37.550026,126.981522
4724,서울특별시 용산구 용산동2가 1-1652,생활방범,2,,37.545778,126.983146
4725,서울특별시 용산구 용산동2가 1-645,생활방범,3,,37.545863,126.984362
4726,서울특별시 용산구 용산동2가 5-1657,생활방범,2,,37.542601,126.983925
4727,서울특별시 용산구 용산동2가 5-1927,생활방범,3,,37.545709,126.988392
4728,서울특별시 용산구 용산동2가 5-1457,생활방범,3,,37.545365,126.988824
4729,서울특별시 용산구 용산동2가 23-1,생활방범,4,,37.5447,126.986953
4730,서울특별시 용산구 용산동2가 31-2,생활방범,4,,37.544158,126.985789
4731,서울특별시 용산구 용산동2가 35-6,생활방범,4,,37.542527,126.985651
4732,서울특별시 용산구 용산동2가 35-28,생활방범,4,,37.543111,126.986018
4733,서울특별시 용산구 용산동2가 43-7,생활방범,4,,37.541452,126.986045
4734,서울특별시 용산구 용산동2가 45-5,생활방범,3,,37.541885,126.987365
4735,서울특별시 용산구 용산동2가 20-17,생활방범,3,,37.544733,126.985976
4736,서울특별시 용산구 용산동2가 5-1101,생활방범,3,,37.543537,126.984153
4737,서울특별시 용산구 용산동2가 43-21,생활방범,4,,37.541317,126.985379
4738,서울특별시 용산구 용산동2가 5-1663,기타,2,,37.543431,126.988728
4739,서울특별시 용산구 용산동2가 1-1923,기타,4,,37.545013,126.984425
4740,서울특별시 용산구 용산동2가 5-183,기타,1,,37.545593,126.987729
4741,서울특별시 용산구 후암동 30-171,어린이보호,1,,37.551696,126.980109
4742,서울특별시 용산구 용산동2가 45-6,기타,1,,37.541821,126.987502
4743,서울특별시 용산구 용산동2가 15-18,기타,1,,37.54523,126.986319
4744,서울특별시 용산구 용산동2가 1-1357,생활방범,3,,37.544047,126.98187
4745,서울특별시 용산구 용산동2가 1-1599,생활방범,3,,37.545089,126.983028
4746,서울특별시 용산구 용산동2가 31-2,생활방범,3,,37.543709,126.985611
4747,서울특별시 용산구 용산동2가 24-20,생활방범,3,,37.544067,126.987427
4748,서울특별시 용산구 용산동2가 5-212,생활방범,3,,37.545335,126.987351
4749,서울특별시 용산구 용산동2가 5-171,생활방범,3,,37.545126,126.987278
4750,서울특별시 용산구 용산2가동 5-422,어린이보호,3,,37.545023,126.988315
4751,서울특별시 용산구 용산2가동 5-1862,어린이보호,3,,37.545047,126.987753
4752,서울특별시 용산구 용산2가동 47-20,어린이보호,5,,37.543317,126.988084
4753,서울특별시 용산구 이태원동 482,어린이보호,1,,37.543681,126.989059
4754,서울특별시 용산구 용산동2가 5-1186,생활방범,5,,37.543971,126.983742
4755,서울특별시 용산구 용산동2가 47-3,생활방범,3,,37.542863,126.987875
4756,서울특별시 용산구 용산동2가 102,생활방범,3,,37.544411,126.984806
4757,서울특별시 용산구 용산동2가 11-13,교통단속,6,,37.545803,126.985434
4758,서울특별시 용산구 용산2가동 11-17,생활방범,3,,37.545802,126.986338
4759,서울특별시 용산구 용산동2가 10-16,생활방범,4,,37.544372,126.981414
4760,서울특별시 용산구 용산동2가 32,생활방범,3,,37.543496,126.985279
4761,서울특별시 용산구 용산동2가 1-1485,생활방범,2,,37.545403,126.984098
4762,서울특별시 용산구 용산2가동 5-1965,어린이보호,4,,37.545581,126.988727
4763,서울특별시 용산구 용산동2가 1-1695,생활방범,4,,37.546208,126.984765
4764,서울특별시 용산구 용산동2가 29-9,생활방범,4,,37.54325,126.98715
4765,서울특별시 용산구 용산동2가 1-414,생활방범,6,,37.545456,126.981995
4766,서울특별시 용산구 용산동2가 5-1807,생활방범,3,,37.544196,126.988176
4767,서울특별시 용산구 용산동2가 43-1,생활방범,2,,37.541519,126.985306
4768,서울특별시 용산구 용산2가동 1-715,생활방범,5,,37.545054,126.982312
4769,서울특별시 용산구 용산동2가 46-3,교통단속,3,,37.540608,126.986889
4770,서울특별시 용산구 용산동2가 45-5,교통단속,4,,37.541873,126.987364
4771,서울특별시 용산구 용산동2가 1-1419,생활방범,3,,37.546363,126.981912
4772,서울특별시 용산구 용산동2가 1-338,생활방범,2,,37.546158,126.982562
4773,서울특별시 용산구 갈월동 6-5,생활방범,8,,37.549208,126.973222
4774,서울특별시 용산구 갈월동 7-91,생활방범,3,,37.547353,126.973786
4775,서울특별시 용산구 갈월동 7-72,생활방범,2,,37.546974,126.973542
4776,서울특별시 용산구 갈월동 56-2,생활방범,3,,37.545517,126.973386
4777,서울특별시 용산구 동자동 17-28,생활방범,4,,37.552619,126.973947
4778,서울특별시 용산구 동자동 35-142,생활방범,3,,37.551199,126.974037
4779,서울특별시 용산구 용산동2가 47-16,기타,4,,37.540905,126.987311
4780,서울특별시 용산구 동자동 1-16,생활방범,5,,37.552464,126.975289
4781,서울특별시 용산구 동자동 19-87,생활방범,4,,37.551717,126.974693
4782,서울특별시 용산구 갈월동 87-20,교통단속,3,,37.543905,126.97212
4783,서울특별시 용산구 동자동 21-6,생활방범,3,,37.549732,126.974801
4784,서울특별시 용산구 갈월동 8-8,생활방범,4,,37.547633,126.972506
4785,서울특별시 용산구 동자동 6-3,생활방범,3,,37.552892,126.975189
4786,서울특별시 용산구 동자동 8-3,기타,2,,37.552417,126.974189
4787,서울특별시 용산구 동자동 19-74,기타,2,,37.552277,126.974387
4788,서울특별시 용산구 동자동 18-21,기타,1,,37.552277,126.974387
4789,서울특별시 용산구 동자동 18-58,기타,1,,37.551957,126.973237
4790,서울특별시 용산구 동자동 14-103,기타,1,,37.551992,126.972829
4791,서울특별시 용산구 남영동 95-2,생활방범,4,,37.542584,126.973595
4792,서울특별시 용산구 갈월동 93-55,생활방범,6,,37.541926,126.971866
4793,서울특별시 용산구 갈월동 34-13,생활방범,4,,37.546158,126.973208
4794,서울특별시 용산구 남영동 59-2,생활방범,7,,37.546158,126.973208
4795,서울특별시 용산구 동자동 24-11,기타,1,,37.550132,126.973862
4796,서울특별시 용산구 서계동 33-265,생활방범,3,,37.551526,126.967572
4797,서울특별시 용산구 서계동 226-2,생활방범,3,,37.553445,126.968574
4798,서울특별시 용산구 서계동 234-42,생활방범,4,,37.553177,126.966308
4799,서울특별시 용산구 청파동1가 1-18,생활방범,4,,37.549734,126.967343
4800,서울특별시 용산구 청파동1가 97-13,생활방범,5,,37.547978,126.966981
4801,서울특별시 용산구 청파동 66-4,생활방범,3,,37.548511,126.968368
4802,서울특별시 용산구 효창동 3-356,생활방범,3,,37.548336,126.963375
4803,서울특별시 용산구 청파동2가 134-5,생활방범,4,,37.546422,126.963403
4804,서울특별시 용산구 청파동2가 10-33,생활방범,3,,37.546935,126.967868
4805,서울특별시 용산구 청파동3가 111-24,생활방범,3,,37.544795,126.966919
4806,서울특별시 용산구 청파동3가 108-30,생활방범,3,,37.543928,126.967815
4807,서울특별시 용산구 청파동 140-10,생활방범,3,,37.543536,126.965028
4808,서울특별시 용산구 청파동 105-61,생활방범,3,,37.543569,126.969763
4809,서울특별시 용산구 청파동 8-7,생활방범,4,,37.546464,126.967109
4810,서울특별시 용산구 청파동2가 81,교통단속,3,,37.544768,126.968805
4811,서울특별시 용산구 청파동3가 118-78,생활방범,3,,37.543028,126.967554
4812,서울특별시 용산구 청파동 118-410,생활방범,4,,37.543831,126.966403
4813,서울특별시 용산구 청파동1가 1-121,생활방범,7,,37.550606,126.966888
4814,서울특별시 용산구 서계동 243-30,생활방범,3,,37.552613,126.964203
4815,서울특별시 용산구 청파동2가 33-1,생활방범,2,,37.545816,126.969356
4816,서울특별시 용산구 청파동1가 1-55,생활방범,3,,37.551028,126.966384
4817,서울특별시 용산구 청파동2가 1-34,생활방범,4,,37.547347,126.964973
4818,서울특별시 용산구 청파동 105-63,생활방범,3,,37.542652,126.969411
4819,서울특별시 용산구 서계동 238-15,생활방범,4,,37.552644,126.965806
4820,서울특별시 용산구 청파동3가 61-1,어린이보호,1,,37.543426,126.970622
4821,서울특별시 용산구 청파동2가 1-42,어린이보호,1,,37.547337,126.963462
